bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,log_pages,log_ratings,log_reviews,z_score,z_cat,decile,revRate,sqrt_pages,sizerating^2,size0,sizeZ0^2,size5,size10,size^2,size^3,sizesqrtpages,sizeRevRate,z_color
21,A Short History of Nearly Everything,Bill Bryson-William Roberts,4.2,076790818X,9.78E+12,eng,544,228522,8840,6.298949247,12.33938776,9.087042156,0.984498806,4,9,0.038683365,23.32380758,17.64,8.999498806,80.99097876,4.92249403,9.84498806,0.969237899,0.954213554,23.32380758,3.8683365,0.743801653
22,Bill Bryson's African Diary,Bill Bryson,3.43,767915062,9.78E+12,eng,55,6993,470,4.007333185,8.852664928,6.152732695,-2.022681513,1,1,0.067210067,7.416198487,11.7649,5.992318487,35.90788085,-10.11340757,-20.22681513,4.091240503,-8.275276531,7.416198487,6.7210067,0.425619835
23,Bryson's Dictionary of Troublesome Words: A Writer's Guide to Getting It Right,Bill Bryson,3.88,767910435,9.78E+12,eng,256,2020,124,5.545177444,7.61085279,4.820281566,-0.265238469,3,4,0.061386139,16,15.0544,7.749761531,60.05880379,-1.326192345,-2.65238469,0.070351445,-0.01865991,16,6.1386139,0.611570248
24,In a Sunburned Country,Bill Bryson,4.07,767903862,9.78E+12,eng,335,68213,4077,5.814130532,11.13039044,8.313116703,0.476793038,4,7,0.059768666,18.30300522,16.5649,8.491793038,72.110549,2.38396519,4.76793038,0.227331601,0.108390125,18.30300522,5.9768666,0.690082645
25,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,Bill Bryson,3.9,076790382X,9.78E+12,eng,304,47490,2153,5.717027701,10.76827444,7.674617497,-0.18712989,3,4,0.04533586,17.43559577,15.21,7.82787011,61.27555046,-0.93564945,-1.8712989,0.035017596,-0.006552839,17.43559577,4.533586,0.619834711
26,The Lost Continent: Travels in Small Town America,Bill Bryson,3.83,60920084,9.78E+12,en-US,299,43779,2146,5.700443573,10.68690953,7.671360923,-0.460509919,3,3,0.049018936,17.29161647,14.6689,7.554490081,57.07032038,-2.302549595,-4.60509919,0.212069385,-0.097660056,17.29161647,4.9018936,0.590909091
27,Neither Here nor There: Travels in Europe,Bill Bryson,3.87,380713802,9.78E+12,eng,254,46397,2127,5.537334267,10.74499008,7.662467815,-0.304292759,3,4,0.045843481,15.93737745,14.9769,7.710707241,59.45500616,-1.521463795,-3.04292759,0.092594083,-0.028175709,15.93737745,4.5843481,0.607438017
28,Notes from a Small Island,Bill Bryson,3.92,380727501,9.78E+12,eng,324,76476,3159,5.780743516,11.24473225,8.058010801,-0.10902131,3,5,0.041307077,18,15.3664,7.90597869,62.50449905,-0.54510655,-1.0902131,0.011885646,-0.001295789,18,4.1307077,0.628099174
29,The Mother Tongue: English and How It Got That Way,Bill Bryson,3.94,380715430,9.78E+12,eng,270,26672,1986,5.598421959,10.1913696,7.593877845,-0.03091273,3,5,0.074460108,16.43167673,15.5236,7.98408727,63.74564953,-0.15456365,-0.3091273,0.000955597,-2.95E-05,16.43167673,7.4460108,0.636363636
30,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,4.59,345538374,9.78E+12,eng,1728,97731,1536,7.454719949,11.48997409,7.336936914,2.507616111,6,10,0.01571661,41.56921938,21.0681,10.52261611,110.7254498,12.53808056,25.07616111,6.28813856,15.76823756,41.56921938,1.571661,0.904958678
32,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.49,618346244,9.78E+12,eng,1137,2819,139,7.036148494,7.944137491,4.934473933,2.117073212,6,10,0.049308265,33.7194306,20.1601,10.13207321,102.6589076,10.58536606,21.17073212,4.481998985,9.488719987,33.7194306,4.9308265,0.863636364
34,The Fellowship of the Ring (The Lord of the Rings  #1),J.R.R. Tolkien,4.35,618346252,9.78E+12,eng,398,2009749,12784,5.986452005,14.5135204,9.455949668,1.570313154,5,10,0.006360993,19.94993734,18.9225,9.585313154,91.87822826,7.85156577,15.70313154,2.465883402,3.872209142,19.94993734,0.6360993,0.805785124
35,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien-Alan  Lee,4.49,618260587,9.78E+12,en-US,1216,1606,139,7.103322063,7.381501895,4.934473933,2.117073212,6,10,0.086550436,34.87119155,20.1601,10.13207321,102.6589076,10.58536606,21.17073212,4.481998985,9.488719987,34.87119155,8.6550436,0.863636364
40,Cooking with Fernet Branca (Gerald Samper  #1),James Hamilton-Paterson,3.61,193337201X,9.78E+12,eng,288,1214,202,5.66296048,7.101675972,5.308267697,-1.319704296,2,1,0.166392092,16.97056275,13.0321,6.695295704,44.82698456,-6.59852148,-13.19704296,1.741619429,-2.298422642,16.97056275,16.6392092,0.5
50,Hatchet,Gary Paulsen,3.7,689840926,9.78E+12,eng,208,254827,11346,5.33753808,12.44834016,9.336620538,-0.968215687,3,2,0.044524324,14.4222051,13.69,7.046784313,49.65716915,-4.841078435,-9.68215687,0.937441617,-0.907645679,14.4222051,4.4524324,0.537190083
53,Guts: The True Stories behind Hatchet and the Brian Books,Gary Paulsen,3.87,385326505,9.78E+12,eng,144,1996,326,4.9698133,7.598900457,5.786897381,-0.304292759,3,4,0.163326653,12,14.9769,7.710707241,59.45500616,-1.521463795,-3.04292759,0.092594083,-0.028175709,12,16.3326653,0.607438017
58,Changeling (Changeling  #1),Delia Sherman,3.6,670059676,9.78E+12,eng,256,957,112,5.545177444,6.863803391,4.718498871,-1.358758585,2,1,0.117032393,16,12.96,6.656241415,44.30554977,-6.793792925,-13.58758585,1.846224892,-2.508573922,16,11.7032393,0.495867769
59,The Changeling Sea,Patricia A. McKillip,4.07,141312629,9.78E+12,eng,137,4319,289,4.919980926,8.370779173,5.666426688,0.476793038,4,7,0.066913637,11.70469991,16.5649,8.491793038,72.110549,2.38396519,4.76793038,0.227331601,0.108390125,11.70469991,6.6913637,0.690082645
67,The Known World,Edward P. Jones,3.83,61159174,9.78E+12,eng,388,28962,2576,5.96100534,10.2737399,7.853993087,-0.460509919,3,3,0.088944134,19.6977156,14.6689,7.554490081,57.07032038,-2.302549595,-4.60509919,0.212069385,-0.097660056,19.6977156,8.8944134,0.590909091
75,Uncommon Carriers,John McPhee,3.95,374280398,9.78E+12,en-US,248,1561,192,5.513428746,7.353081921,5.257495372,0.00814156,4,5,0.122998078,15.74801575,15.6025,8.02314156,64.37080049,0.0407078,0.0814156,6.63E-05,5.40E-07,15.74801575,12.2998078,0.640495868
77,The Control of Nature,John McPhee,4.24,374522596,9.78E+12,en-US,288,3365,290,5.66296048,8.121183242,5.669880923,1.140715966,5,9,0.086181278,16.97056275,17.9776,9.155715966,83.82713485,5.70357983,11.40715966,1.301232915,1.484337162,16.97056275,8.6181278,0.760330579
78,Annals of the Former World,John McPhee,4.33,374518734,9.78E+12,eng,720,2966,211,6.579251212,7.994969523,5.351858133,1.492204574,5,10,0.071139582,26.83281573,18.7489,9.507204574,90.38693881,7.46102287,14.92204574,2.226674491,3.32265386,26.83281573,7.1139582,0.797520661
79,Coming Into the Country,John McPhee,4.22,374522871,9.78E+12,eng,448,5452,245,6.104793232,8.603737793,5.501258211,1.062607386,5,9,0.044937638,21.16601049,17.8084,9.077607386,82.40295585,5.31303693,10.62607386,1.129134457,1.199826614,21.16601049,4.4937638,0.752066116
93,Heidi,Johanna Spyri-Beverly Cleary-Angelo  Rinaldi,3.98,753454947,9.78E+12,eng,352,150657,2175,5.863631176,11.92276101,7.684783944,0.125304429,4,6,0.014436767,18.76166304,15.8404,8.140304429,66.2645562,0.626522145,1.25304429,0.0157012,0.00196743,18.76166304,1.4436767,0.652892562
98,What to Expect the First Year (What to Expect),Heidi Murkoff-Sharon Mazel-Heidi Murkoff-Arlene Eisenberg-Sandee Hathaway-Mark D. Widome,3.88,761129588,9.78E+12,eng,832,11489,658,6.723832441,9.349145335,6.489204931,-0.265238469,3,4,0.057272173,28.8444102,15.0544,7.749761531,60.05880379,-1.326192345,-2.65238469,0.070351445,-0.01865991,28.8444102,5.7272173,0.611570248
103,God Emperor of Dune (Dune Chronicles  #4),Frank Herbert,3.83,441294677,9.78E+12,eng,423,2692,168,6.047372179,7.898039691,5.123963979,-0.460509919,3,3,0.062407132,20.5669638,14.6689,7.554490081,57.07032038,-2.302549595,-4.60509919,0.212069385,-0.097660056,20.5669638,6.2407132,0.590909091
105,Chapterhouse: Dune (Dune Chronicles #6),Frank Herbert,3.9,441102670,9.78E+12,eng,436,38651,552,6.077642243,10.56232793,6.313548046,-0.18712989,3,4,0.014281649,20.88061302,15.21,7.82787011,61.27555046,-0.93564945,-1.8712989,0.035017596,-0.006552839,20.88061302,1.4281649,0.619834711
106,Dune Messiah (Dune Chronicles #2),Frank Herbert,3.87,441172695,9.78E+12,eng,331,96649,2306,5.802118375,11.47884114,7.743269701,-0.304292759,3,4,0.023859533,18.1934054,14.9769,7.710707241,59.45500616,-1.521463795,-3.04292759,0.092594083,-0.028175709,18.1934054,2.3859533,0.607438017
112,Children of Dune (Dune Chronicles #3),Frank Herbert,3.92,441104029,9.78E+12,eng,408,84276,1370,6.011267174,11.34185241,7.222566019,-0.10902131,3,5,0.016256111,20.19900988,15.3664,7.90597869,62.50449905,-0.54510655,-1.0902131,0.011885646,-0.001295789,20.19900988,1.6256111,0.628099174
117,Heretics of Dune (Dune Chronicles #5),Frank Herbert,3.85,441328008,9.78E+12,eng,471,45211,616,6.154858094,10.7190957,6.423246964,-0.382401339,3,4,0.013625003,21.70253441,14.8225,7.632598661,58.25656232,-1.912006695,-3.82401339,0.146230784,-0.055918848,21.70253441,1.3625003,0.599173554
122,The Power of One (The Power of One  #1),Bryce Courtenay,4.35,034541005X,9.78E+12,eng,544,66687,4445,6.298949247,11.10776531,8.399535148,1.570313154,5,10,0.06665467,23.32380758,18.9225,9.585313154,91.87822826,7.85156577,15.70313154,2.465883402,3.872209142,23.32380758,6.665467,0.805785124
151,Anna Karenina,Leo Tolstoy-Richard Pevear-Larissa Volokhonsky,4.04,143035002,9.78E+12,eng,838,15747,1795,6.7310181,9.66440515,7.492760301,0.359630168,4,7,0.113989966,28.94822965,16.3216,8.374630168,70.13443045,1.79815084,3.59630168,0.129333858,0.046512357,28.94822965,11.3989966,0.67768595
152,Anna Karenina,Leo Tolstoy-David Magarshack-Priscilla Meyer,4.04,451528611,9.78E+12,eng,960,108970,5694,6.866933284,11.59882789,8.647168268,0.359630168,4,7,0.052252914,30.98386677,16.3216,8.374630168,70.13443045,1.79815084,3.59630168,0.129333858,0.046512357,30.98386677,5.2252914,0.67768595
153,Anna Karenina,Leo Tolstoy-Richard Pevear-Larissa Volokhonsky-John Bayley,4.04,140449175,9.78E+12,eng,837,2835,300,6.72982407,7.949797216,5.703782475,0.359630168,4,7,0.105820106,28.93095228,16.3216,8.374630168,70.13443045,1.79815084,3.59630168,0.129333858,0.046512357,28.93095228,10.5820106,0.67768595
155,Anna Karenina,Leo Tolstoy-Amy Mandelker-Constance Garnett,4.04,1593080271,9.78E+12,eng,803,9362,710,6.688354714,9.144414222,6.56526497,0.359630168,4,7,0.075838496,28.33725463,16.3216,8.374630168,70.13443045,1.79815084,3.59630168,0.129333858,0.046512357,28.33725463,7.5838496,0.67768595
162,Untouchable,Mulk Raj Anand-E.M. Forster,3.7,140183957,9.78E+12,eng,160,3168,250,5.075173815,8.060855753,5.521460918,-0.968215687,3,2,0.078914141,12.64911064,13.69,7.046784313,49.65716915,-4.841078435,-9.68215687,0.937441617,-0.907645679,12.64911064,7.8914141,0.537190083
163,The Untouchable,John Banville,3.96,679767479,9.78E+12,eng,367,2077,209,5.905361848,7.638679824,5.342334252,0.047195849,4,5,0.100625903,19.15724406,15.6816,8.062195849,64.99900191,0.235979245,0.47195849,0.002227448,0.000105126,19.15724406,10.0625903,0.644628099
205,A Long Shadow (Inspector Ian Rutledge  #8),Charles Todd,4.11,006078671X,9.78E+12,eng,352,2934,222,5.863631176,7.984121959,5.402677382,0.633010197,4,8,0.075664622,18.76166304,16.8921,8.648010197,74.78808037,3.165050985,6.33010197,0.40070191,0.253648395,18.76166304,7.5664622,0.70661157
208,A Shadow in Summer (Long Price Quartet  #1),Daniel Abraham,3.6,765313405,9.78E+12,eng,331,9530,604,5.802118375,9.162199997,6.403574198,-1.358758585,2,1,0.063378804,18.1934054,12.96,6.656241415,44.30554977,-6.793792925,-13.58758585,1.846224892,-2.508573922,18.1934054,6.3378804,0.495867769
216,Miami Blues (Hoke Mosely #1),Charles Willeford-Elmore Leonard,3.94,1400032466,9.78E+12,eng,191,2739,158,5.252273428,7.915348169,5.062595033,-0.03091273,3,5,0.057685287,13.82027496,15.5236,7.98408727,63.74564953,-0.15456365,-0.3091273,0.000955597,-2.95E-05,13.82027496,5.7685287,0.636363636
231,I am Charlotte Simmons,Tom Wolfe,3.41,312424442,9.78E+12,eng,738,20508,1686,6.603943825,9.928570333,7.430114139,-2.100790093,1,1,0.08221182,27.16615541,11.6281,5.914209907,34.97787882,-10.50395047,-21.00790093,4.413319015,-9.271456864,27.16615541,8.221182,0.417355372
247,Quiet Days in Clichy,Henry Miller,3.69,080213016X,9.78E+12,eng,154,3237,134,5.036952602,8.082402254,4.8978398,-1.007269977,2,2,0.041396355,12.40967365,13.6161,7.007730023,49.10828008,-5.036349885,-10.07269977,1.014592807,-1.021968873,12.40967365,4.1396355,0.533057851
249,Tropic of Cancer,Henry Miller-Jiří Níl,3.69,802131786,9.78E+12,eng,318,50905,2290,5.762051383,10.83771643,7.736307097,-1.007269977,2,2,0.044985758,17.8325545,13.6161,7.007730023,49.10828008,-5.036349885,-10.07269977,1.014592807,-1.021968873,17.8325545,4.4985758,0.533057851
250,Tropic of Capricorn,Henry Miller,3.82,802151825,9.78E+12,eng,348,13549,448,5.85220248,9.514068023,6.104793232,-0.499564209,3,3,0.033065171,18.65475811,14.5924,7.515435791,56.48177513,-2.497821045,-4.99564209,0.249564399,-0.124673442,18.65475811,3.3065171,0.586776859
252,Sexus (The Rosy Crucifixion  #1),Henry Miller,4.04,802151809,9.78E+12,eng,506,7024,248,6.226536669,8.857088135,5.513428746,0.359630168,4,7,0.035307517,22.49444376,16.3216,8.374630168,70.13443045,1.79815084,3.59630168,0.129333858,0.046512357,22.49444376,3.5307517,0.67768595
253,The Air-Conditioned Nightmare,Henry Miller,3.83,811201066,9.78E+12,eng,292,2627,142,5.676753802,7.87359779,4.955827058,-0.460509919,3,3,0.054054054,17.08800749,14.6689,7.554490081,57.07032038,-2.302549595,-4.60509919,0.212069385,-0.097660056,17.08800749,5.4054054,0.590909091
264,The Portrait of a Lady,Henry James-Patricia Crick,3.77,141439637,9.78E+12,eng,797,60027,1854,6.680854679,11.00254974,7.525100746,-0.694835658,3,3,0.030886101,28.23118843,14.2129,7.320164342,53.58480599,-3.47417829,-6.94835658,0.482796592,-0.335464287,28.23118843,3.0886101,0.566115703
275,The Lover,Marguerite Duras-Barbara Bray-Maxine Hong Kingston,3.75,375700528,9.78E+12,eng,117,22014,1363,4.762173935,9.999433894,7.217443432,-0.772944238,3,2,0.061915145,10.81665383,14.0625,7.242055762,52.44737166,-3.86472119,-7.72944238,0.597442795,-0.461789966,10.81665383,6.1915145,0.55785124
280,The Ravishing of Lol Stein,Marguerite Duras-Richard Seever,3.67,394743040,9.78E+12,en-US,181,1939,122,5.198497031,7.569927655,4.804021045,-1.085378556,2,2,0.06291903,13.45362405,13.4689,6.929621444,48.01965336,-5.42689278,-10.85378556,1.17804661,-1.278626528,13.45362405,6.291903,0.524793389
291,The Broken Wings,Kahlil Gibran-جبران خليل جبران-Anthony R. Ferris,3.92,806501901,9.78E+12,eng,132,6175,492,4.882801923,8.728264161,6.198478716,-0.10902131,3,5,0.079676113,11.48912529,15.3664,7.90597869,62.50449905,-0.54510655,-1.0902131,0.011885646,-0.001295789,11.48912529,7.9676113,0.628099174
292,Sand and Foam,Kahlil Gibran-جبران خليل جبران,4.08,067943920X,9.78E+12,eng,100,2893,210,4.605170186,7.970049305,5.347107531,0.515847328,4,7,0.072589008,10,16.6464,8.530847328,72.77535613,2.57923664,5.15847328,0.266098466,0.137266183,10,7.2589008,0.694214876
295,Treasure Island,Robert Louis Stevenson,3.83,753453800,9.78E+12,eng,311,301399,6160,5.739792912,12.61619025,8.725832057,-0.460509919,3,3,0.020438024,17.63519209,14.6689,7.554490081,57.07032038,-2.302549595,-4.60509919,0.212069385,-0.097660056,17.63519209,2.0438024,0.590909091
297,Treasure Island,Robert Louis Stevenson,3.83,1416500294,9.78E+12,eng,245,5900,270,5.501258211,8.68270763,5.598421959,-0.460509919,3,3,0.045762712,15.65247584,14.6689,7.554490081,57.07032038,-2.302549595,-4.60509919,0.212069385,-0.097660056,15.65247584,4.5762712,0.590909091
304,Daniel Deronda,George Eliot-Edmund White,3.83,037576013X,9.78E+12,eng,796,19852,601,6.679599186,9.896060037,6.398594935,-0.460509919,3,3,0.030274028,28.21347196,14.6689,7.554490081,57.07032038,-2.302549595,-4.60509919,0.212069385,-0.097660056,28.21347196,3.0274028,0.590909091
320,One Hundred Years of Solitude,Gabriel García Márquez-Gregory Rabassa,4.06,60531045,9.78E+12,eng,417,547207,15763,6.033086222,13.21258244,9.665420701,0.437738748,4,7,0.028806284,20.42057786,16.4836,8.452738748,71.44879234,2.18869374,4.37738748,0.191615212,0.083877403,20.42057786,2.8806284,0.685950413
330,On Beyond Zebra!,Dr. Seuss,4.04,394800842,9.78E+12,eng,64,2724,153,4.158883083,7.909856667,5.030437921,0.359630168,4,7,0.056167401,8,16.3216,8.374630168,70.13443045,1.79815084,3.59630168,0.129333858,0.046512357,8,5.6167401,0.67768595
337,El perfume: Historia de un asesino,Patrick Süskind,4.02,8432216062,9.79E+12,spa,239,3956,242,5.476463552,8.282988693,5.488937726,0.281521589,4,6,0.061172902,15.45962483,16.1604,8.296521589,68.83227048,1.407607945,2.81521589,0.079254405,0.022311826,15.45962483,6.1172902,0.669421488
338,Jitterbug Perfume,Tom Robbins,4.24,553348981,9.78E+12,eng,352,4157,393,5.863631176,8.332548939,5.973809612,1.140715966,5,9,0.094539331,18.76166304,17.9776,9.155715966,83.82713485,5.70357983,11.40715966,1.301232915,1.484337162,18.76166304,9.4539331,0.760330579
343,Perfume: The Story of a Murderer,Patrick Süskind-John E. Woods,4.02,140120831,9.78E+12,eng,263,212561,7070,5.572154032,12.26698428,8.863615759,0.281521589,4,6,0.03326104,16.21727474,16.1604,8.296521589,68.83227048,1.407607945,2.81521589,0.079254405,0.022311826,16.21727474,3.326104,0.669421488
348,The Door Into Summer,Robert A. Heinlein,4.01,345413997,9.78E+12,eng,304,16743,617,5.717027701,9.725735539,6.424869024,0.242467299,4,6,0.036851221,17.43559577,16.0801,8.257467299,68.18576619,1.212336495,2.42467299,0.058790391,0.014254747,17.43559577,3.6851221,0.665289256
349,The Moon is a Harsh Mistress,Robert A. Heinlein,4.17,312863551,9.78E+12,eng,382,3667,416,5.945420609,8.207129168,6.03068526,0.867335937,4,9,0.113444232,19.54482029,17.3889,8.882335937,78.8958917,4.336679685,8.67335937,0.752271628,0.652472217,19.54482029,11.3444232,0.731404959
350,Stranger in a Strange Land,Robert A. Heinlein,3.92,441788386,9.78E+12,eng,528,241727,5985,6.269096284,12.39556427,8.697011618,-0.10902131,3,5,0.024759336,22.97825059,15.3664,7.90597869,62.50449905,-0.54510655,-1.0902131,0.011885646,-0.001295789,22.97825059,2.4759336,0.628099174
354,To Sail Beyond the Sunset,Robert A. Heinlein,3.87,441748600,9.78E+12,en-US,434,10140,187,6.073044534,9.224243277,5.231108617,-0.304292759,3,4,0.018441815,20.83266666,14.9769,7.710707241,59.45500616,-1.521463795,-3.04292759,0.092594083,-0.028175709,20.83266666,1.8441815,0.607438017
355,Job: A Comedy of Justice,Robert A. Heinlein,3.78,345316509,9.78E+12,en-US,439,15580,422,6.084499413,9.653743319,6.045005314,-0.655781368,3,3,0.027086008,20.95232684,14.2884,7.359218632,54.15809887,-3.27890684,-6.55781368,0.430049203,-0.282018254,20.95232684,2.7086008,0.570247934
356,Time for the Stars (Heinlein's Juveniles  #10),Robert A. Heinlein,3.97,765314932,9.78E+12,eng,256,6723,188,5.545177444,8.813289762,5.236441963,0.086250139,4,6,0.027963707,16,15.7609,8.101250139,65.63025381,0.431250695,0.86250139,0.007439086,0.000641622,16,2.7963707,0.648760331
357,The Long Dark Tea-Time of the Soul (Dirk Gently  #2),Douglas Adams,4.06,671742515,9.78E+12,en-US,307,65988,1353,5.726847748,11.09722819,7.210079628,0.437738748,4,7,0.020503728,17.52141547,16.4836,8.452738748,71.44879234,2.18869374,4.37738748,0.191615212,0.083877403,17.52141547,2.0503728,0.685950413
359,The Salmon of Doubt (Dirk Gently  #3),Douglas Adams,3.92,345455290,9.78E+12,eng,298,21562,722,5.697093487,9.978687785,6.582025139,-0.10902131,3,5,0.033484834,17.2626765,15.3664,7.90597869,62.50449905,-0.54510655,-1.0902131,0.011885646,-0.001295789,17.2626765,3.3484834,0.628099174
360,Mostly Harmless (Hitchhiker's Guide to the Galaxy  #5),Douglas Adams,3.97,345418778,9.78E+12,en-US,240,72235,1269,5.480638923,11.18767997,7.145984468,0.086250139,4,6,0.017567661,15.49193338,15.7609,8.101250139,65.63025381,0.431250695,0.86250139,0.007439086,0.000641622,15.49193338,1.7567661,0.648760331
378,The Phantom Tollbooth,Norton Juster-Jules Feiffer,4.21,394820371,9.78E+12,en-US,256,206193,8290,5.545177444,12.2365679,9.022805248,1.023553096,5,9,0.040205051,16,17.7241,9.038553096,81.69544207,5.11776548,10.23553096,1.04766094,1.072336599,16,4.0205051,0.747933884
385,On Bullshit,Harry G. Frankfurt,3.57,691122946,9.78E+12,eng,67,8773,937,4.204692619,9.079434102,6.842683282,-1.475921455,2,1,0.10680497,8.185352772,12.7449,6.539078545,42.75954822,-7.379607275,-14.75921455,2.178344141,-3.215064855,8.185352772,10.680497,0.483471074
386,Another Bullshit Night in Suck City,Nick Flynn,3.78,393329402,9.78E+12,eng,347,9053,907,5.84932478,9.110851473,6.81014245,-0.655781368,3,3,0.100187783,18.62793601,14.2884,7.359218632,54.15809887,-3.27890684,-6.55781368,0.430049203,-0.282018254,18.62793601,10.0187783,0.570247934
399,Underworld,Don DeLillo,3.92,684848155,9.78E+12,eng,827,1471,170,6.717804695,7.293697721,5.135798437,-0.10902131,3,5,0.115567641,28.75760769,15.3664,7.90597869,62.50449905,-0.54510655,-1.0902131,0.011885646,-0.001295789,28.75760769,11.5567641,0.628099174
400,Libra,Don DeLillo,3.99,140156046,9.78E+12,eng,480,11361,533,6.173786104,9.337941717,6.278521424,0.164358719,4,6,0.046914884,21.9089023,15.9201,8.179358719,66.90190905,0.821793595,1.64358719,0.027013789,0.004439952,21.9089023,4.6914884,0.657024793
402,Mao II,Don DeLillo,3.68,140152741,9.78E+12,eng,254,8085,411,5.537334267,8.997765772,6.018593214,-1.046324267,2,2,0.050834879,15.93737745,13.5424,6.968675733,48.56244147,-5.231621335,-10.46324267,1.094794472,-1.145510023,15.93737745,5.0834879,0.52892562
407,Great Jones Street,Don DeLillo,3.48,140179178,9.78E+12,eng,272,2385,137,5.605802066,7.776954403,4.919980926,-1.827410064,2,1,0.057442348,16.4924225,12.1104,6.187589936,38.28626922,-9.13705032,-18.27410064,3.339427542,-6.102503498,16.4924225,5.7442348,0.446280992
408,The Names,Don DeLillo,3.64,679722955,9.78E+12,eng,339,2990,201,5.826000107,8.003028666,5.303304908,-1.202541426,2,2,0.06722408,18.41195264,13.2496,6.812458574,46.40959182,-6.01270713,-12.02541426,1.446105881,-1.739002229,18.41195264,6.722408,0.512396694
409,Against the Day,Thomas Pynchon,4.12,159420120X,9.78E+12,eng,1085,5110,577,6.989335266,8.538954683,6.357842267,0.672064487,4,8,0.112915851,32.93933818,16.9744,8.687064487,75.4650894,3.360322435,6.72064487,0.451670675,0.30355182,32.93933818,11.2915851,0.710743802
